time,ShortWave,Cloud,AirTemp,RelHum,WindSpeed,Rain
2020-01-17 08:00:00,166.0,1.0,19.3,77,4.22,0.0
2020-01-17 09:00:00,300.0,1.0,21.0,70,3.82,0.0
2020-01-17 10:00:00,438.0,1.0,22.8,63,3.86,0.0
2020-01-17 11:00:00,543.0,1.0,24.4,57,4.16,0.0
2020-01-17 12:00:00,500.0,0.98,25.0,56,4.8,0.0
2020-01-17 13:00:00,473.0,0.92,25.1,55,5.05,0.0
2020-01-17 14:00:00,454.0,0.91,24.6,58,5.37,0.0
2020-01-17 15:00:00,298.0,0.9,22.0,70,5.55,0.0
2020-01-17 16:00:00,284.0,0.9,21.5,70,5.59,0.0
2020-01-17 17:00:00,132.0,0.9,20.4,73,5.59,0.0
2020-01-17 18:00:00,67.0,0.89,19.4,74,5.39,0.0
2020-01-17 19:00:00,14.0,0.9,18.5,76,5.56,0.0
2020-01-17 20:00:00,1.0,0.89,17.6,77,5.87,0.0001
2020-01-17 21:00:00,0.0,0.9,16.9,77,5.97,0.0
2020-01-17 22:00:00,0.0,0.88,16.5,77,5.68,0.0
2020-01-17 23:00:00,0.0,0.9,16.1,78,5.5,0.0
2020-01-18 00:00:00,0.0,0.9,15.9,78,5.37,0.0
2020-01-18 01:00:00,0.0,0.9,15.6,79,5.01,0.0
2020-01-18 02:00:00,0.0,0.9,15.4,79,4.56,0.0
2020-01-18 03:00:00,0.0,0.89,15.1,80,4.35,0.0
2020-01-18 04:00:00,0.0,0.87,14.9,80,4.14,0.0
2020-01-18 05:00:00,0.0,0.77,14.7,80,3.92,0.0
2020-01-18 06:00:00,9.0,0.7,14.6,78,3.61,0.0
2020-01-18 07:00:00,100.0,0.48,15.2,70,4.14,0.0
2020-01-18 08:00:00,248.0,0.38,16.5,59,4.49,0.0
2020-01-18 09:00:00,456.0,0.36,18.1,50,4.49,0.0
2020-01-18 10:00:00,586.0,0.48,19.4,46,4.81,0.0
2020-01-18 11:00:00,766.0,0.56,20.7,44,5.11,0.0
2020-01-18 12:00:00,831.0,0.55,21.6,42,5.1,0.0
2020-01-18 13:00:00,865.0,0.75,22.3,41,5.1,0.0
2020-01-18 14:00:00,784.0,0.7,22.5,40,5.15,0.0
2020-01-18 15:00:00,731.0,0.7,22.4,40,5.11,0.0
2020-01-18 16:00:00,612.0,0.58,22.2,41,5.22,0.0
2020-01-18 17:00:00,481.0,0.59,21.5,42,5.3,0.0
2020-01-18 18:00:00,273.0,0.68,20.4,45,5.1,0.0
2020-01-18 19:00:00,110.0,0.47,19.0,49,5.32,0.0
2020-01-18 20:00:00,6.0,0.33,17.6,53,5.16,0.0
2020-01-18 21:00:00,0.0,0.19,16.5,58,4.96,0.0
2020-01-18 22:00:00,0.0,0.07,15.6,61,4.52,0.0
2020-01-18 23:00:00,0.0,0.06,14.9,65,4.03,0.0
2020-01-19 00:00:00,0.0,0.07,14.3,68,3.62,0.0
2020-01-19 01:00:00,0.0,0.06,13.9,71,3.27,0.0
2020-01-19 02:00:00,0.0,0.11,13.4,73,3.27,0.0
2020-01-19 03:00:00,0.0,0.1,13.1,73,3.27,0.0
2020-01-19 04:00:00,0.0,0.06,12.8,74,3.14,0.0
2020-01-19 05:00:00,0.0,0.06,12.6,76,2.85,0.0
2020-01-19 06:00:00,20.0,0.13,12.8,76,2.86,0.0
2020-01-19 07:00:00,166.0,0.22,14.7,68,3.42,0.0
2020-01-19 08:00:00,356.0,0.53,16.9,56,5.53,0.0
2020-01-19 09:00:00,585.0,0.37,18.7,49,5.18,0.0
2020-01-19 10:00:00,754.0,0.02,20.4,44,4.81,0.0
2020-01-19 11:00:00,936.0,0.0,22.3,39,4.24,0.0
2020-01-19 12:00:00,1047.0,0.0,23.9,35,3.74,0.0
2020-01-19 13:00:00,1094.0,0.04,25.4,32,3.1,0.0
2020-01-19 14:00:00,1045.0,0.13,26.4,30,2.67,0.0
2020-01-19 15:00:00,934.0,0.11,26.9,29,2.33,0.0
2020-01-19 16:00:00,766.0,0.02,27.2,28,2.22,0.0
2020-01-19 17:00:00,571.0,0.02,27.2,28,2.22,0.0
2020-01-19 18:00:00,350.0,0.0,26.8,28,2.41,0.0
2020-01-19 19:00:00,134.0,0.0,25.8,31,2.33,0.0
2020-01-19 20:00:00,7.0,0.0,23.6,36,4.66,0.0
2020-01-19 21:00:00,0.0,0.0,20.7,48,6.09,0.0
2020-01-19 22:00:00,0.0,0.0,18.4,58,5.47,0.0
2020-01-19 23:00:00,0.0,0.0,17.1,63,4.78,0.0
2020-01-20 00:00:00,0.0,0.0,16.4,66,4.3,0.0
2020-01-20 01:00:00,0.0,0.0,15.8,69,3.86,0.0
2020-01-20 02:00:00,0.0,0.0,15.2,72,3.55,0.0
2020-01-20 03:00:00,0.0,0.0,14.1,78,3.28,0.0
2020-01-20 04:00:00,0.0,0.0,13.6,82,2.91,0.0
2020-01-20 05:00:00,0.0,0.0,13.3,85,2.89,0.0
2020-01-20 06:00:00,19.0,0.0,13.4,86,3.11,0.0
2020-01-20 07:00:00,177.0,0.0,15.3,77,3.21,0.0
2020-01-20 08:00:00,401.0,0.0,17.9,66,2.83,0.0
2020-01-20 09:00:00,622.0,0.0,20.7,55,2.1,0.0
2020-01-20 10:00:00,808.0,0.0,23.1,48,1.53,0.0
2020-01-20 11:00:00,955.0,0.0,25.2,42,1.03,0.0
2020-01-20 12:00:00,1044.0,0.0,27.0,37,0.45,0.0
2020-01-20 13:00:00,1069.0,0.0,28.3,32,0.78,0.0
2020-01-20 14:00:00,1026.0,0.03,29.3,30,1.52,0.0
2020-01-20 15:00:00,912.0,0.07,30.2,28,2.37,0.0
2020-01-20 16:00:00,751.0,0.06,30.0,29,3.89,0.0
2020-01-20 17:00:00,556.0,0.0,28.1,37,5.32,0.0
2020-01-20 18:00:00,344.0,0.0,24.9,51,6.08,0.0
2020-01-20 19:00:00,130.0,0.01,21.7,61,5.76,0.0
2020-01-20 20:00:00,6.0,0.04,19.6,67,4.93,0.0
2020-01-20 21:00:00,0.0,0.06,18.2,72,4.52,0.0
2020-01-20 22:00:00,0.0,0.13,17.3,75,3.2,0.0
2020-01-20 23:00:00,0.0,0.2,16.6,78,3.05,0.0
2020-01-21 00:00:00,0.0,0.38,16.1,79,2.91,0.0
2020-01-21 01:00:00,0.0,0.44,15.7,80,2.64,0.0
2020-01-21 02:00:00,0.0,0.48,15.7,80,2.81,0.0
2020-01-21 03:00:00,0.0,0.64,15.6,81,3.4,0.0
2020-01-21 04:00:00,0.0,0.93,15.9,79,3.9,0.0
2020-01-21 05:00:00,0.0,1.0,16.2,80,4.21,0.0
2020-01-21 06:00:00,10.0,1.0,16.9,81,4.5,0.0
2020-01-21 07:00:00,54.0,1.0,17.7,80,6.73,0.0002
2020-01-21 08:00:00,152.0,1.0,18.6,75,7.08,0.0001
2020-01-21 09:00:00,346.0,1.0,20.1,63,6.89,0.0
2020-01-21 10:00:00,330.0,1.0,20.5,57,6.85,0.0
2020-01-21 11:00:00,478.0,1.0,21.1,52,6.9,0.0
2020-01-21 12:00:00,441.0,1.0,20.8,51,6.87,0.0
2020-01-21 13:00:00,638.0,0.97,21.1,48,6.86,0.0
2020-01-21 14:00:00,590.0,0.86,20.7,46,6.65,0.0
2020-01-21 15:00:00,635.0,0.92,20.6,46,6.66,0.0
2020-01-21 16:00:00,589.0,0.9,20.2,45,6.61,0.0
2020-01-21 17:00:00,390.0,0.91,19.1,48,6.48,0.0
2020-01-21 18:00:00,208.0,0.8,17.7,52,6.22,0.0
2020-01-21 19:00:00,78.0,0.87,16.6,56,6.02,0.0
2020-01-21 20:00:00,3.0,1.0,15.6,59,5.69,0.0
2020-01-21 21:00:00,0.0,1.0,15.3,60,5.64,0.0
2020-01-21 22:00:00,0.0,1.0,15.0,61,5.42,0.0
2020-01-21 23:00:00,0.0,1.0,14.7,63,5.22,0.0
2020-01-22 00:00:00,0.0,0.77,14.4,64,4.42,0.0
2020-01-22 01:00:00,0.0,0.59,14.2,66,4.18,0.0
2020-01-22 02:00:00,0.0,0.53,13.8,67,4.03,0.0
2020-01-22 03:00:00,0.0,0.58,13.9,68,4.04,0.0
2020-01-22 04:00:00,0.0,0.77,13.7,69,4.25,0.0
2020-01-22 05:00:00,0.0,0.84,13.8,69,4.05,0.0
2020-01-22 06:00:00,12.0,1.0,14.1,68,3.76,0.0
2020-01-22 07:00:00,104.0,1.0,15.5,64,5.39,0.0
2020-01-22 08:00:00,188.0,1.0,16.8,60,7.0,0.0
2020-01-22 09:00:00,265.0,1.0,17.8,59,6.72,0.0
2020-01-22 10:00:00,386.0,1.0,19.0,57,6.74,0.0
2020-01-22 11:00:00,440.0,0.94,19.9,55,6.66,0.0
2020-01-22 12:00:00,511.0,0.9,20.8,53,6.71,0.0
2020-01-22 13:00:00,503.0,0.91,21.2,51,7.19,0.0
2020-01-22 14:00:00,528.0,0.85,21.6,51,7.36,0.0
2020-01-22 15:00:00,460.0,0.87,21.5,52,7.55,0.0
2020-01-22 16:00:00,568.0,0.85,21.9,50,7.6,0.0
2020-01-22 17:00:00,359.0,0.73,20.9,54,7.59,0.0
2020-01-22 18:00:00,203.0,0.6,19.7,59,7.3,0.0
2020-01-22 19:00:00,78.0,0.76,18.3,67,6.37,0.0
2020-01-22 20:00:00,3.0,0.87,17.3,73,5.67,0.0
2020-01-22 21:00:00,0.0,0.9,16.7,78,5.44,0.0
2020-01-22 22:00:00,0.0,0.9,16.5,79,5.64,0.0
2020-01-22 23:00:00,0.0,0.9,16.3,81,4.88,0.0
2020-01-23 00:00:00,0.0,0.9,16.1,83,3.94,0.0
2020-01-23 01:00:00,0.0,0.9,16.0,84,4.03,0.0
2020-01-23 02:00:00,0.0,0.9,15.8,85,3.55,0.0
2020-01-23 03:00:00,0.0,0.9,15.8,86,3.22,0.0
2020-01-23 04:00:00,0.0,0.9,15.7,86,2.92,0.0
2020-01-23 05:00:00,0.0,0.9,15.6,87,2.84,0.0
2020-01-23 06:00:00,5.0,0.89,15.7,86,2.97,0.0
2020-01-23 07:00:00,48.0,0.9,16.0,84,3.56,0.0001
2020-01-23 08:00:00,138.0,0.9,16.8,77,3.52,0.0
2020-01-23 09:00:00,247.0,0.88,17.9,70,3.74,0.0
2020-01-23 10:00:00,336.0,0.9,19.1,63,3.58,0.0
2020-01-23 11:00:00,526.0,0.9,20.5,57,3.58,0.0
2020-01-23 12:00:00,713.0,0.87,22.1,51,3.64,0.0
2020-01-23 13:00:00,883.0,0.71,23.6,46,3.8,0.0
2020-01-23 14:00:00,942.0,0.51,24.6,42,4.13,0.0
2020-01-23 15:00:00,809.0,0.14,24.2,45,4.56,0.0
2020-01-23 16:00:00,733.0,0.01,24.0,44,4.75,0.0
2020-01-23 17:00:00,524.0,0.02,22.9,46,4.74,0.0
2020-01-23 18:00:00,336.0,0.02,21.5,49,4.49,0.0
2020-01-23 19:00:00,127.0,0.05,19.8,55,4.1,0.0
2020-01-23 20:00:00,6.0,0.02,18.0,62,3.85,0.0
2020-01-23 21:00:00,0.0,0.02,16.6,68,3.62,0.0
2020-01-23 22:00:00,0.0,0.04,15.6,74,3.2,0.0
2020-01-23 23:00:00,0.0,0.06,14.8,78,2.61,0.0
2020-01-24 00:00:00,0.0,0.05,14.4,81,1.92,0.0
2020-01-24 01:00:00,0.0,0.13,14.0,84,1.75,0.0
2020-01-24 02:00:00,0.0,0.23,13.7,86,1.55,0.0
2020-01-24 03:00:00,0.0,0.38,13.2,89,1.33,0.0
2020-01-24 04:00:00,0.0,0.37,13.3,89,1.43,0.0
2020-01-24 05:00:00,0.0,0.43,13.1,92,1.24,0.0
2020-01-24 06:00:00,12.0,0.61,13.6,90,0.5,0.0
2020-01-24 07:00:00,118.0,0.73,15.3,82,0.82,0.0
2020-01-24 08:00:00,280.0,0.9,17.4,74,1.77,0.0
2020-01-24 09:00:00,456.0,0.9,19.1,69,1.52,0.0
2020-01-24 10:00:00,562.0,0.9,20.8,63,1.08,0.0
2020-01-24 11:00:00,786.0,0.9,23.0,56,0.9,0.0
2020-01-24 12:00:00,864.0,0.75,24.7,51,1.17,0.0
2020-01-24 13:00:00,940.0,0.16,26.4,46,1.63,0.0
2020-01-24 14:00:00,926.0,0.15,27.5,43,1.98,0.0
2020-01-24 15:00:00,893.0,0.04,28.5,39,2.97,0.0
2020-01-24 16:00:00,731.0,0.01,28.3,39,3.89,0.0
2020-01-24 17:00:00,557.0,0.0,27.4,42,3.61,0.0
2020-01-24 18:00:00,333.0,0.06,26.1,46,3.86,0.0
2020-01-24 19:00:00,122.0,0.12,23.5,55,4.49,0.0
2020-01-24 20:00:00,5.0,0.22,20.8,65,4.85,0.0
2020-01-24 21:00:00,0.0,0.18,18.9,74,4.6,0.0
2020-01-24 22:00:00,0.0,0.36,17.7,79,4.1,0.0
2020-01-24 23:00:00,0.0,0.48,16.8,83,3.52,0.0
2020-01-25 00:00:00,0.0,0.34,16.2,86,3.1,0.0
2020-01-25 01:00:00,0.0,0.21,15.8,88,2.4,0.0
2020-01-25 02:00:00,0.0,0.5,15.2,90,2.01,0.0
2020-01-25 03:00:00,0.0,0.38,15.1,91,1.58,0.0
2020-01-25 04:00:00,0.0,0.25,15.0,92,1.36,0.0
2020-01-25 05:00:00,0.0,0.23,14.8,93,1.14,0.0
2020-01-25 06:00:00,12.0,0.33,15.0,91,1.25,0.0
2020-01-25 07:00:00,120.0,0.4,16.7,79,1.39,0.0
2020-01-25 08:00:00,312.0,0.32,18.3,69,1.41,0.0
2020-01-25 09:00:00,516.0,0.06,20.3,59,1.61,0.0
2020-01-25 10:00:00,700.0,0.06,22.3,51,1.71,0.0
2020-01-25 11:00:00,810.0,0.04,24.2,44,1.91,0.0
2020-01-25 12:00:00,864.0,0.05,25.7,40,2.0,0.0
2020-01-25 13:00:00,918.0,0.02,27.0,36,1.8,0.0
2020-01-25 14:00:00,906.0,0.01,28.0,35,2.04,0.0
2020-01-25 15:00:00,878.0,0.01,30.1,30,2.85,0.0
2020-01-25 16:00:00,734.0,0.0,30.0,32,3.96,0.0
2020-01-25 17:00:00,541.0,0.01,28.6,39,4.61,0.0
2020-01-25 18:00:00,319.0,0.02,26.1,52,4.95,0.0
2020-01-25 19:00:00,106.0,0.01,23.2,64,5.22,0.0
2020-01-25 20:00:00,4.0,0.07,21.0,73,5.2,0.0
2020-01-25 21:00:00,0.0,0.16,19.6,78,4.67,0.0
2020-01-25 22:00:00,0.0,0.49,18.7,82,4.37,0.0
2020-01-25 23:00:00,0.0,0.75,18.0,85,3.67,0.0
2020-01-26 00:00:00,0.0,0.92,17.6,86,3.33,0.0
2020-01-26 01:00:00,0.0,0.86,17.3,86,3.06,0.0
2020-01-26 02:00:00,0.0,0.69,17.1,87,2.69,0.0
2020-01-26 03:00:00,0.0,0.66,17.0,87,2.42,0.0
2020-01-26 04:00:00,0.0,0.73,16.9,86,2.42,0.0
2020-01-26 05:00:00,0.0,0.96,16.8,87,2.51,0.0
2020-01-26 06:00:00,8.0,0.98,16.9,86,2.38,0.0
2020-01-26 07:00:00,83.0,1.0,17.6,82,2.3,0.0
2020-01-26 08:00:00,226.0,0.9,19.0,75,2.0,0.0
2020-01-26 09:00:00,520.0,0.66,21.3,65,1.73,0.0
2020-01-26 10:00:00,786.0,0.08,24.1,55,1.41,0.0
2020-01-26 11:00:00,940.0,0.05,26.8,47,0.85,0.0
2020-01-26 12:00:00,1028.0,0.05,29.1,41,0.98,0.0
2020-01-26 13:00:00,1056.0,0.09,30.8,35,1.2,0.0
2020-01-26 14:00:00,1017.0,0.17,32.1,29,1.73,0.0
2020-01-26 15:00:00,910.0,0.19,32.4,25,2.52,0.0
2020-01-26 16:00:00,756.0,0.14,32.4,25,3.2,0.0
2020-01-26 17:00:00,559.0,0.1,31.6,26,3.92,0.0
2020-01-26 18:00:00,338.0,0.03,29.9,30,4.46,0.0
2020-01-26 19:00:00,125.0,0.0,27.2,38,4.9,0.0
2020-01-26 20:00:00,5.0,0.0,24.3,46,4.57,0.0
2020-01-26 21:00:00,0.0,0.0,22.2,53,3.92,0.0
2020-01-26 22:00:00,0.0,0.0,20.7,60,3.61,0.0
2020-01-26 23:00:00,0.0,0.0,19.5,66,3.47,0.0
2020-01-27 00:00:00,0.0,0.0,18.5,71,3.26,0.0
2020-01-27 01:00:00,0.0,0.0,17.7,75,3.02,0.0
2020-01-27 02:00:00,0.0,0.0,17.0,79,3.0,0.0
2020-01-27 03:00:00,0.0,0.0,16.2,85,2.94,0.0
2020-01-27 04:00:00,0.0,0.04,15.8,88,3.04,0.0
2020-01-27 05:00:00,0.0,0.04,15.6,90,3.13,0.0
2020-01-27 06:00:00,12.0,0.0,15.8,90,3.38,0.0
2020-01-27 07:00:00,155.0,0.01,18.2,77,3.41,0.0
2020-01-27 08:00:00,379.0,0.0,22.1,56,2.97,0.0
2020-01-27 09:00:00,603.0,0.0,26.0,42,2.19,0.0
2020-01-27 10:00:00,798.0,0.0,29.5,34,1.3,0.0
2020-01-27 11:00:00,949.0,0.0,32.1,29,0.89,0.0
2020-01-27 12:00:00,1042.0,0.0,34.0,24,0.72,0.0
2020-01-27 13:00:00,1070.0,0.0,35.3,21,0.67,0.0
2020-01-27 14:00:00,1030.0,0.0,36.2,19,0.76,0.0
2020-01-27 15:00:00,927.0,0.0,36.5,18,0.9,0.0
2020-01-27 16:00:00,767.0,0.0,36.6,18,1.44,0.0
2020-01-27 17:00:00,565.0,0.0,35.9,20,2.88,0.0
2020-01-27 18:00:00,340.0,0.0,33.6,26,4.75,0.0
2020-01-27 19:00:00,124.0,0.0,29.5,38,5.8,0.0
2020-01-27 20:00:00,5.0,0.0,25.9,49,5.39,0.0
2020-01-27 21:00:00,0.0,0.0,23.8,56,4.44,0.0
2020-01-27 22:00:00,0.0,0.0,22.3,62,3.54,0.0
2020-01-27 23:00:00,0.0,0.0,21.3,65,3.02,0.0
2020-01-28 00:00:00,0.0,0.0,20.5,67,2.69,0.0
2020-01-28 01:00:00,0.0,0.0,19.9,68,2.53,0.0
2020-01-28 02:00:00,0.0,0.0,19.4,68,2.51,0.0
2020-01-28 03:00:00,0.0,0.0,18.3,76,2.31,0.0
2020-01-28 04:00:00,0.0,0.02,17.9,77,2.1,0.0
2020-01-28 05:00:00,0.0,0.01,17.6,78,1.91,0.0
2020-01-28 06:00:00,11.0,0.05,17.5,79,1.99,0.0
2020-01-28 07:00:00,151.0,0.01,19.7,71,2.08,0.0
2020-01-28 08:00:00,371.0,0.0,23.1,57,2.19,0.0
2020-01-28 09:00:00,590.0,0.0,26.6,47,1.97,0.0
2020-01-28 10:00:00,784.0,0.0,29.9,39,2.14,0.0
2020-01-28 11:00:00,934.0,0.0,32.8,33,2.62,0.0
2020-01-28 12:00:00,1026.0,0.0,35.2,27,3.41,0.0
2020-01-28 13:00:00,1055.0,0.0,36.5,23,3.95,0.0
2020-01-28 14:00:00,1014.0,0.0,36.7,22,4.24,0.0
2020-01-28 15:00:00,914.0,0.0,36.2,23,4.36,0.0
2020-01-28 16:00:00,755.0,0.0,34.9,28,4.46,0.0
2020-01-28 17:00:00,555.0,0.0,33.0,33,4.69,0.0
2020-01-28 18:00:00,333.0,0.0,30.4,39,4.8,0.0
2020-01-28 19:00:00,121.0,0.0,27.3,47,4.34,0.0
2020-01-28 20:00:00,4.0,0.0,24.4,55,3.72,0.0
2020-01-28 21:00:00,0.0,0.0,22.4,63,2.97,0.0
2020-01-28 22:00:00,0.0,0.0,20.9,69,2.47,0.0
2020-01-28 23:00:00,0.0,0.0,19.6,76,2.64,0.0
2020-01-29 00:00:00,0.0,0.08,18.4,83,2.55,0.0
2020-01-29 01:00:00,0.0,0.23,17.6,88,1.46,0.0
2020-01-29 02:00:00,0.0,0.32,17.1,91,0.98,0.0
2020-01-29 03:00:00,0.0,0.37,16.8,90,0.85,0.0
2020-01-29 04:00:00,0.0,0.45,16.6,91,1.08,0.0
2020-01-29 05:00:00,0.0,0.48,16.5,91,1.1,0.0
2020-01-29 06:00:00,8.0,0.53,16.3,92,1.61,0.0
2020-01-29 07:00:00,106.0,0.55,17.7,80,1.8,0.0
2020-01-29 08:00:00,272.0,0.33,19.2,69,2.26,0.0
2020-01-29 09:00:00,490.0,0.17,21.0,59,2.52,0.0
2020-01-29 10:00:00,740.0,0.03,23.4,49,2.73,0.0
2020-01-29 11:00:00,934.0,0.0,25.6,41,3.18,0.0
2020-01-29 12:00:00,1036.0,0.0,27.6,35,3.45,0.0
2020-01-29 13:00:00,1060.0,0.0,29.1,31,3.64,0.0
2020-01-29 14:00:00,1023.0,0.01,30.1,29,3.96,0.0
2020-01-29 15:00:00,904.0,0.0,31.0,27,4.27,0.0
2020-01-29 16:00:00,756.0,0.02,30.8,27,4.59,0.0
2020-01-29 17:00:00,563.0,0.01,30.0,28,4.49,0.0
2020-01-29 18:00:00,329.0,0.01,28.6,31,4.85,0.0
2020-01-29 19:00:00,112.0,0.02,26.3,39,4.49,0.0
2020-01-29 20:00:00,3.0,0.05,23.9,48,3.91,0.0
2020-01-29 21:00:00,0.0,0.1,21.9,60,3.06,0.0
2020-01-29 22:00:00,0.0,0.43,20.3,72,2.19,0.0
2020-01-29 23:00:00,0.0,0.66,19.5,78,1.53,0.0
2020-01-30 00:00:00,0.0,0.83,19.3,80,1.39,0.0
2020-01-30 01:00:00,0.0,1.0,19.2,81,2.31,0.0001
2020-01-30 02:00:00,0.0,1.0,19.1,81,3.26,0.0003
2020-01-30 03:00:00,0.0,1.0,17.6,89,4.38,0.0003
2020-01-30 04:00:00,0.0,1.0,16.3,92,5.39,0.0
2020-01-30 05:00:00,0.0,1.0,15.4,92,5.54,0.0
2020-01-30 06:00:00,1.0,1.0,14.8,89,6.58,0.0
2020-01-30 07:00:00,15.0,0.99,14.5,84,5.19,0.0
2020-01-30 08:00:00,65.0,0.71,14.6,81,5.12,0.0
2020-01-30 09:00:00,119.0,0.91,15.1,77,5.15,0.0
2020-01-30 10:00:00,213.0,0.77,15.8,71,4.33,0.0002
2020-01-30 11:00:00,178.0,1.0,15.6,73,4.75,0.0005
2020-01-30 12:00:00,214.0,0.74,15.1,77,5.3,0.0007
2020-01-30 13:00:00,293.0,0.78,15.1,75,5.96,0.0006
2020-01-30 14:00:00,187.0,1.0,14.4,77,5.66,0.0004
2020-01-30 15:00:00,424.0,0.76,16.1,68,5.58,0.0
2020-01-30 16:00:00,412.0,0.4,16.3,61,5.57,0.0
2020-01-30 17:00:00,442.0,0.5,16.7,57,5.56,0.0
2020-01-30 18:00:00,294.0,0.47,16.2,59,5.89,0.0
2020-01-30 19:00:00,83.0,0.59,15.2,64,5.04,0.0
2020-01-30 20:00:00,3.0,0.1,14.5,67,3.88,0.0
2020-01-30 21:00:00,0.0,0.02,13.9,70,3.13,0.0
2020-01-30 22:00:00,0.0,0.01,13.4,71,2.79,0.0
2020-01-30 23:00:00,0.0,0.01,12.8,74,2.55,0.0
2020-01-31 00:00:00,0.0,0.02,12.2,76,2.15,0.0
2020-01-31 01:00:00,0.0,0.04,11.6,80,2.28,0.0
2020-01-31 02:00:00,0.0,0.05,11.1,83,2.05,0.0
2020-01-31 03:00:00,0.0,0.16,10.6,83,1.78,0.0
2020-01-31 04:00:00,0.0,0.14,10.3,86,1.58,0.0
2020-01-31 05:00:00,0.0,0.23,10.0,88,1.7,0.0
2020-01-31 06:00:00,8.0,0.32,9.8,89,1.8,0.0
2020-01-31 07:00:00,122.0,0.34,12.2,77,1.92,0.0
2020-01-31 08:00:00,294.0,0.35,14.2,63,3.28,0.0
2020-01-31 09:00:00,355.0,0.83,15.3,54,3.96,0.0
2020-01-31 10:00:00,396.0,0.86,16.3,48,4.34,0.0001
2020-01-31 11:00:00,407.0,1.0,17.0,45,4.34,0.0002
2020-01-31 12:00:00,484.0,1.0,18.0,42,4.05,0.0
2020-01-31 13:00:00,459.0,1.0,18.5,40,3.97,0.0
2020-01-31 14:00:00,393.0,1.0,18.6,40,4.19,0.0
2020-01-31 15:00:00,327.0,1.0,18.9,40,4.26,0.0
2020-01-31 16:00:00,290.0,1.0,18.9,42,4.6,0.0
2020-01-31 17:00:00,229.0,1.0,18.3,45,5.1,0.0
2020-01-31 18:00:00,160.0,0.43,17.5,49,4.83,0.0
2020-01-31 19:00:00,65.0,0.26,16.6,53,4.21,0.0
2020-01-31 20:00:00,3.0,0.05,15.4,58,3.08,0.0
2020-01-31 21:00:00,0.0,0.01,14.5,62,2.55,0.0
2020-01-31 22:00:00,0.0,0.0,13.7,67,2.04,0.0
2020-01-31 23:00:00,0.0,0.02,12.9,72,1.94,0.0
